movieId,imdbId,genres
5791,0120679,Biography
31696,0360486,Action
35836,0405422,Comedy
47610,0443543,Drama
57368,1060277,Action
61024,0910936,Action
61132,0942385,Action
86882,1605783,Comedy
102407,1343092,Drama
132660,3064298,Comedy
122912,4154756,Action
122916,3501632,Action
176371,1856101,Action
187541,3606756,Animation
187593,5463162,Action
238,0113028,Adventure
421,0109279,Adventure
808,0115493,Adventure
969,0043265,Adventure
1083,0059243,Action
1262,0057115,Adventure
1287,0052618,Adventure
1387,0073195,Adventure
1592,0118570,Comedy
2032,0066811,Family
2142,0101329,Animation
2151,0097443,Comedy
2311,0086837,Adventure
2530,0065462,Action
2532,0068408,Action
2876,0111419,Animation
2886,0159421,Adventure
3037,0065988,Adventure
3350,0055353,Drama
3451,0061735,Comedy
3519,0077572,Action
3654,0054953,Action
3791,0087277,Drama
3836,0065938,Adventure
23,0112401,Action
147,0112461,Biography
211,0109340,Drama
428,0106489,Crime
456,0109842,Crime
481,0107302,Crime
507,0107808,Crime
635,0116275,Comedy
714,0112817,Adventure
851,0115632,Biography
1120,0117318,Biography
1171,0103850,Comedy
1253,0043456,Drama
1271,0101921,Drama
1303,0073341,Adventure
1459,0118548,Action
1480,0120152,Crime
1678,0107282,Drama
1785,0099939,Crime
2021,0087182,Action
2231,0128442,Crime
2272,0120776,Drama
2358,0120070,Drama
2618,0118826,Comedy
2841,0164181,Horror
2908,0171804,Biography
2952,0119256,Crime
3020,0106856,Crime
3100,0105265,Drama
3105,0099077,Biography
3107,0101393,Crime
3169,0087231,Biography
3178,0174856,Biography
3198,0070511,Biography
3246,0104797,Biography
3250,0106246,Adventure
3252,0105323,Drama
3256,0105112,Action
3260,0104454,Drama
3271,0105046,Drama
3272,0103759,Crime
3360,0091217,Drama
3543,0083833,Comedy
3783,0159382,Crime
3950,0170691,Drama
3980,0203019,Biography
4047,0107007,Drama
4211,0100486,Biography
4238,0164334,Drama
4251,0221073,Biography
4343,0251075,Comedy
4626,0097889,Action
4688,0101465,Drama
4772,0229340,Crime
4787,0102316,Drama
5009,0248667,Biography
5010,0265086,Drama
5055,0106770,Action
5152,0277434,Action
5267,0265662,Drama
5292,0076723,Comedy
5329,0235737,Crime
5446,0252444,Adventure
5577,0280760,Comedy
5632,0280491,Drama
5682,0252480,Drama
5747,0082432,Adventure
5945,0257360,Comedy
5955,0168786,Biography
6281,0183649,Crime
6428,0065134,Adventure
6537,0181852,Action
6552,0301199,Crime
6565,0329575,Drama
6617,0316356,Action
6796,0101507,Crime
6817,0100928,Adventure
6867,0340377,Comedy
6884,0312549,Biography
6947,0311113,Action
6953,0315733,Crime
6957,0307987,Comedy
6974,0099615,Comedy
6993,0091167,Comedy
6997,0104427,Biography
7009,0104756,Drama
7025,0102443,Drama
7090,0299977,Action
7263,0349825,Biography
7481,0089092,Action
7649,0120711,Action
7706,0020640,Comedy
7841,0287839,Adventure
7842,0142032,Adventure
7884,0102035,Comedy
8010,0105159,Drama
8132,0104346,Action
8378,0101746,Drama
8493,0100133,Action
8495,0204137,Crime
8633,0087597,Action
8810,0370263,Action
8874,0365748,Comedy
8914,0390384,Drama
8937,0390022,Action
8951,0383694,Crime
8977,0346491,Action
8982,0327919,Adventure
8983,0385004,Action
26649,0096639,Adventure
26695,0099951,Biography
26750,0102744,Action
26812,0106356,Biography
26901,0113617,Adventure
27408,0265651,Crime
27450,0276830,Adventure
27788,0366627,Drama
27793,0367093,Action
31101,0326208,Action
31116,0034167,Biography
31225,0393162,Biography
31420,0398712,Action
33166,0375679,Crime
33558,0337721,Adventure
33660,0352248,Biography
34536,0326905,Action
36517,0387131,Drama
36527,0377107,Drama
37731,0385002,Crime
37739,0388980,Biography
38886,0367089,Comedy
39381,0421238,Crime
39444,0384680,Comedy
40278,0418763,Action
40414,0424205,Drama
40583,0365737,Drama
41569,0360717,Action
41863,0419294,Adventure
42004,0407265,Adventure
43396,0412080,Biography
43921,0404390,Action
43928,0370032,Action
43936,0450232,Action
44195,0427944,Comedy
44204,0468565,Crime
44761,0393109,Action
45658,0410400,Comedy
46723,0449467,Drama
47629,0436697,Biography
47644,0445990,Biography
47894,0460989,Drama
48326,0405676,Drama
48385,0443453,Comedy
48738,0455590,Biography
48879,0437232,Biography
49265,0420901,Drama
49530,0450259,Adventure
49822,0343737,Drama
49961,0465551,Crime
50068,0498380,Action
50442,0426883,Biography
51080,0401997,Biography
51255,0425112,Action
51471,0454776,Biography
51935,0822854,Action
52042,0389557,Drama
52241,0427470,Crime
52328,0448134,Sci-Fi
52952,0480025,Crime
53123,0907657,Drama
53550,0462504,Action
53953,0450385,Fantasy
54736,0431197,Action
54962,0810988,Drama
54997,0381849,Action
55080,0476964,Action
55094,0478134,Crime
55116,0455782,Adventure
55274,0414055,Biography
55363,0443680,Biography
55721,0861739,Action
55908,0756683,Drama
56145,0884328,Horror
56587,0825232,Comedy
56607,0419887,Drama
56921,0991178,Action
58293,0443649,Action
58803,0478087,Crime
59018,0857191,Drama
59129,0892899,Action
59387,0460791,Adventure
60046,0889588,Drama
60389,0870211,Drama
60647,0800241,Crime
60674,0929629,Action
60735,0952682,Drama
60753,1117385,Crime
60941,0805570,Horror
60943,0978759,Crime
61011,0783608,Crime
61167,1029120,Comedy
61210,0490181,Action
61236,1185616,Documentary
61248,0452608,Action
61350,0364970,Action
61352,0988047,Action
61628,0401808,Drama
61986,0800308,Action
62374,0758774,Action
62376,0970411,Adventure
62394,0467197,Action
62792,0482572,Crime
62799,0469903,Biography
62849,1032755,Action
63033,0861689,Drama
63062,0824747,Biography
63433,0387736,Action
64030,1129442,Action
64497,0970416,Drama
64716,0814314,Drama
64983,0985699,Drama
64997,0449040,Horror
65216,1034303,Action
65682,0834001,Action
65982,0462465,Action
67534,0490086,Action
68205,1121931,Action
69849,0075572,Biography
70336,1046173,Action
71106,0910554,Comedy
71135,1188729,Action
953,0038650,Drama
1204,0056172,Adventure
1242,0097441,Biography
1772,0118747,Action
1792,0120873,Action
1939,0036868,Drama
1945,0047296,Crime
2301,0082517,Comedy
3363,0069704,Comedy
4980,0101452,Adventure
7156,0317910,Documentary
7379,0318974,Drama
26554,0089869,Drama
26729,0102015,Documentary
64620,0870111,Biography
87306,1650062,Mystery
98961,1790885,Drama
96821,1659337,Drama
605,0117247,Comedy
612,0117283,Comedy
1099,0029992,Drama
1231,0086197,Adventure
1353,0117057,Comedy
1361,0117293,Documentary
1363,0117372,Comedy
1393,0116695,Comedy
74,0115644,Drama
78,0112744,Drama
194,0114478,Comedy
203,0114682,Comedy
246,0110057,Documentary
471,0110074,Comedy
786,0116213,Action
1104,0044081,Drama
1429,0116704,Action
1458,0120357,Comedy
28,0114117,Drama
94,0115639,Comedy
249,0110116,Biography
307,0108394,Drama
308,0111507,Comedy
322,0114594,Comedy
385,0110455,Comedy
446,0106332,Drama
452,0111712,Comedy
562,0114906,Comedy
580,0110892,Comedy
613,0116684,Drama
715,0113362,Adventure
805,0117913,Crime
994,0115678,Drama
1027,0102798,Action
1056,0116722,Drama
1177,0101811,Drama
1280,0101640,Drama
1365,0117477,Comedy
1399,0116999,Drama
1446,0116790,Comedy
1476,0119951,Biography
1487,0120094,Biography
1537,0117615,Comedy
1545,0117359,Drama
1621,0120169,Comedy
1633,0120402,Drama
1643,0119280,Biography
1672,0119978,Crime
1673,0118749,Drama
1799,0120241,Comedy
1801,0120744,Action
1841,0119196,Crime
2112,0101969,Crime
2310,0119670,Comedy
2333,0120684,Biography
2357,0140888,Drama
2391,0120324,Crime
2443,0145734,Comedy
2501,0132477,Biography
2690,0122541,Comedy
2875,0108185,Drama
2943,0104507,Drama
3997,0190374,Action
5146,0216651,Animation
5449,0280590,Comedy
6242,0178868,Horror
6567,0252299,Comedy
6618,0286112,Action
26606,0093978,Action
27193,0183869,Action
27728,0347246,Animation
27801,0368909,Action
31184,0401233,Animation
44974,0424136,Drama
544,0108238,Action
2269,0107211,Drama
2735,0091129,Action
2794,0089670,Adventure
3066,0066473,Action
3270,0104040,Comedy
3347,0086005,Adventure
3362,0072890,Biography
3766,0087727,Action
3861,0191397,Comedy
4220,0071771,Comedy
5093,0233469,Action
5312,0264935,Crime
6662,0057413,Comedy
585,0112572,Comedy
2342,0116488,Comedy
3019,0097240,Crime
82,0112379,Comedy
121,0106473,Drama
199,0058450,Drama
228,0112854,Crime
306,0111495,Drama
514,0110955,Comedy
685,0113443,Drama
3285,0163978,Adventure
3968,0230030,Comedy
4890,0256380,Comedy
6708,0325805,Comedy
6763,0266489,Comedy
7173,0343135,Comedy
7444,0337563,Comedy
8981,0376541,Drama
54001,0373889,Action
55280,0805564,Comedy
56941,0431308,Comedy
59725,1000774,Comedy
61240,1139797,Drama
65230,0822832,Comedy
71033,1305806,Drama
85774,1424432,Documentary
86781,1255953,Drama
87869,1499658,Comedy
89759,1832382,Drama
93840,1259521,Horror
96829,2106476,Drama
97921,1045658,Comedy
100714,2209418,Drama
101525,1817273,Crime
103980,2334873,Drama
111659,1587310,Action
111921,2582846,Drama
112290,1065073,Drama
115569,2872718,Crime
116897,3011894,Comedy
125916,2322441,Drama
128360,3460252,Crime
136864,2975590,Action
122,0103859,Comedy
144,0112585,Comedy
227,0109676,Action
408,0109021,Biography
413,0109068,Comedy
418,0106379,Comedy
424,0109305,Drama
433,0109443,Comedy
436,0109456,Mystery
459,0109890,Action
550,0111418,Comedy
639,0116414,Comedy
782,0116277,Action
1191,0102370,Documentary
1343,0101540,Crime
1431,0118708,Action
1453,0118691,Comedy
1468,0118750,Comedy
1488,0118972,Action
1513,0120032,Comedy
1667,0119592,Crime
1726,0119925,Action
1810,0119942,Comedy
1835,0120632,Drama
1975,0082418,Horror
1976,0083972,Horror
2146,0090060,Drama
2155,0120831,Comedy
2236,0124879,Comedy
2297,0120889,Drama
2306,0120701,Comedy
2352,0085244,Comedy
2404,0095956,Action
2433,0120633,Drama
2497,0139462,Drama
2500,0155776,Comedy
2505,0134273,Mystery
2568,0120757,Action
2574,0129280,Comedy
2598,0120797,Comedy
2702,0162677,Crime
2713,0139414,Action
2771,0120620,Drama
2795,0085995,Adventure
2796,0095188,Comedy
2805,0130121,Comedy
2827,0138304,Drama
2861,0126916,Drama
2871,0068473,Adventure
2890,0120188,Action
2906,0156934,Drama
3098,0087781,Drama
3120,0104114,Comedy
3142,0096328,Documentary
3177,0195945,Comedy
3186,0172493,Biography
3208,0107659,Action
3259,0104231,Adventure
3261,0105415,Comedy
3298,0181984,Crime
3326,0181151,Comedy
3502,0107630,Drama
3552,0080487,Comedy
3646,0208003,Action
3694,0098503,Action
3695,0098502,Action
3764,0101846,Action
3824,0174480,Drama
3841,0099005,Action
3946,0208988,Action
3987,0186894,Drama
4008,0096969,Biography
4041,0084434,Drama
4062,0095690,Comedy
4067,0108451,Comedy
4084,0092644,Action
4102,0092948,Documentary
4132,0093493,Comedy
4153,0231775,Comedy
4155,0230838,Drama
4207,0100232,Action
4280,0084917,Comedy
4293,0090098,Comedy
4317,0102343,Comedy
4321,0101587,Comedy
4322,0095082,Drama
4333,0094142,Comedy
4349,0065528,Comedy
4351,0102685,Action
4359,0048605,Comedy
4361,0084805,Comedy
4396,0082136,Action
4442,0089461,Action
4466,0094602,Action
4477,0094744,Adventure
4482,0094799,Drama
4487,0094889,Comedy
4509,0095253,Comedy
4516,0095409,Comedy
4541,0096071,Fantasy
4564,0096794,Drama
4565,0088708,Action
4577,0097027,Crime
4623,0097815,Comedy
4629,0097967,Action
4654,0098206,Action
4679,0098554,Comedy
4686,0108539,Adventure
57,0113321,Comedy
259,0113552,Action
484,0110305,Family
519,0107978,Action
828,0115472,Adventure
1105,0115885,Horror
18,0113101,Comedy
663,0116768,Comedy
737,0115624,Action
833,0116531,Comedy
836,0115857,Action
889,0109001,Romance
69,0113118,Comedy
934,0042451,Comedy
1005,0116000,Action
1033,0082406,Animation
1390,0117119,Adventure
1442,0119937,Biography
1615,0119051,Action
1642,0116631,Comedy
1753,0120693,Comedy
1769,0120008,Action
1863,0120742,Comedy
1866,0120609,Action
1934,0030993,Comedy
2042,0109520,Comedy
2064,0098213,Documentary
2106,0108265,Drama
2124,0101272,Comedy
2195,0120654,Comedy
2431,0129290,Biography
2504,0137338,Comedy
2718,0157503,Comedy
2731,0053198,Crime
3004,0120596,Comedy
3196,0046359,Comedy
3249,0104389,Drama
3268,0105477,Action
3274,0105414,Drama
3385,0090274,Adventure
4104,0092974,Comedy
4502,0095107,Comedy
4929,0084809,Comedy
4958,0159273,Action
4974,0277371,Comedy
5151,0243736,Comedy
5220,0284490,Action
5283,0283111,Comedy
5307,0103035,Comedy
5308,0094137,Comedy
5500,0088286,Comedy
5528,0265459,Drama
5568,0087507,Comedy
5582,0103924,Adventure
5585,0101821,Comedy
5589,0107212,Comedy
7294,0361925,Comedy
33495,0384642,Comedy
53993,0413099,Comedy
391,0110186,Crime
2121,0085382,Horror
2942,0085549,Drama
3844,0098384,Comedy
3969,0223897,Drama
4474,0094715,Comedy
4975,0259711,Fantasy
5108,0251160,Crime
6765,0328589,Comedy
7160,0340855,Biography
8966,0362269,Biography
45950,0497116,Documentary
47423,0468489,Drama
51931,0490204,Drama
53894,0386032,Documentary
63876,1013753,Biography
68932,0821642,Biography
69712,1078588,Drama
72395,0929632,Drama
79242,0842926,Comedy
82767,0935075,Drama
96567,1840417,Drama
96811,1855199,Action
97923,1907668,Drama
100383,2053463,Crime
106100,0790636,Biography
108729,2316411,Drama
112804,2884206,Drama
117881,3316960,Drama
132424,2726560,Drama
137337,2870648,Documentary
140174,3170832,Drama
140247,4178092,Drama
140715,1398426,Biography
145839,3322364,Biography
146656,3076658,Drama
159817,0795176,Documentary
163645,2119532,Biography
166643,4846340,Biography
171011,5491994,Documentary
1320,0103644,Action
5882,0133240,Animation
8371,0296572,Action
909,0053604,Comedy
1251,0056801,Drama
1273,0090967,Comedy
1289,0085809,Documentary
2164,0094077,Action
2553,0054443,Horror
2732,0055032,Drama
2925,0065571,Drama
3221,0083851,Comedy
3415,0072443,Biography
3730,0071360,Drama
4282,0064940,Drama
4399,0058249,Crime
4658,0098253,Drama
4914,0053472,Crime
4928,0075824,Comedy
5004,0063415,Comedy
5021,0074937,Comedy
5810,0298203,Drama
5932,0083702,Documentary
6239,0052948,Adventure
6663,0075066,Comedy
6666,0068361,Comedy
6975,0119167,Crime
7063,0068182,Action
7206,0050706,Comedy
7247,0062803,Adventure
7327,0060827,Drama
7396,0070644,Drama
7700,0046268,Adventure
7748,0059592,Crime
8143,0048308,Biography
8157,0193253,Animation
8235,0014429,Action
8253,0079833,Animation
8379,0085461,Drama
8879,0071877,Crime
8928,0061655,Comedy
8974,0345950,Animation
26258,0067866,Drama
26326,0071615,Adventure
26422,0079261,Comedy
27156,0169858,Animation
27513,0290661,Drama
32657,0093488,Animation
32659,0274155,Comedy
32875,0040497,Comedy
32898,0000417,Short
33781,0043949,Biography
37545,0080149,Drama
44719,0263124,Drama
45880,0422720,Biography
46062,0475293,Comedy
46862,0079759,Comedy
52885,0851578,Animation
62336,0279077,Animation
62644,1063669,Drama
63312,0772181,Drama
64278,0828154,Documentary
66335,1265998,Animation
79224,1155076,Action
81018,0775489,Animation
81562,1542344,Biography
82848,0011541,Short
85796,1640459,Action
88911,1455151,Comedy
90522,1634122,Action
90746,0983193,Animation
91094,1204342,Adventure
92046,0780002,Comedy
92427,1802810,Comedy
92475,1955162,Documentary
93114,0056171,Comedy
93326,1596350,Action
96606,0770802,Documentary
97225,0837562,Animation
97304,1024648,Biography
100498,1606378,Action
101072,1663636,Comedy
103171,1978524,Comedy
104283,2013293,Animation
104913,1979320,Biography
105250,0432232,Documentary
107338,2969050,Comedy
107565,2987732,Comedy
111732,2301592,Biography
113374,0127710,Animation
114335,0121731,Short
115203,1778338,Documentary
122898,0974015,Action
127146,4229236,Documentary
128695,2650978,Action
134170,3472226,Short
134515,0085204,Adventure
135143,3183660,Adventure
135456,1024215,Animation
136018,1355683,Biography
136305,3899796,Action
136564,2884018,Drama
137857,3040964,Adventure
138208,3488710,Adventure
139644,3397884,Action
140928,2446980,Drama
142074,3605418,Drama
142448,2719848,Action
142602,3702996,Comedy
142961,3642618,Comedy
142997,2510894,Animation
143859,0475290,Comedy
143969,4176826,Comedy
149406,2267968,Animation
151759,3270538,Documentary
156607,2381991,Action
160569,3416828,Animation
164280,4451458,Biography
165969,6156350,Documentary
167370,2094766,Action
168254,3731562,Action
168492,5726616,Drama
170705,0185906,Action
170875,4630562,Action
171701,5129510,Biography
171759,5592248,Drama
172013,3397160,Biography
172461,6714534,Documentary
174055,5013056,Action
174141,0071203,Animation
174403,6840134,Documentary
174737,0059049,Comedy
175485,1241317,Action
175661,1959563,Action
175693,5950978,Short
175705,0069369,Comedy
175707,5135434,Documentary
175743,6354108,Comedy
175781,0273646,Comedy
179073,0057936,Comedy
188301,5095030,Action
190183,4073790,Action
387,0110399,Action
479,0107286,Action
482,0110265,Crime
522,0105275,Crime
781,0117737,Drama
1011,0071607,Comedy
1014,0054195,Comedy
1235,0067185,Comedy
1244,0079522,Comedy
1301,0049223,Action
1350,0075005,Horror
1873,0119683,Crime
1997,0070047,Horror
1999,0099528,Drama
2159,0099763,Biography
2183,0049470,Drama
2265,0102558,Comedy
2322,0120157,Action
2356,0120533,Comedy
2363,0047034,Drama
2379,0089822,Comedy
2380,0091777,Comedy
2408,0094890,Adventure
2454,0051622,Drama
2524,0072308,Action
2533,0067065,Action
2554,0056931,Drama
2587,0123964,Comedy
2613,0087799,Comedy
2615,0089652,Action
2634,0053085,Adventure
2661,0045920,Horror
2664,0049366,Drama
2752,0093690,Comedy
2978,0144640,Comedy
3115,0155711,Comedy
3148,0124315,Drama
3388,0093148,Comedy
3430,0071402,Action
3614,0104438,Comedy
3799,0210234,Animation
3814,0073312,Comedy
3917,0093177,Horror
3918,0095294,Horror
3959,0054387,Adventure
4215,0093857,Comedy
4241,0266860,Animation
4255,0240515,Comedy
4267,0203755,Comedy
4291,0080319,Comedy
4340,0255798,Comedy
4437,0076786,Horror
4464,0094606,Drama
4496,0094933,Mystery
4508,0095243,Biography
4591,0097289,Comedy
4713,0080360,Horror
4876,0245674,Horror
4971,0087747,Comedy
4992,0035423,Comedy
5040,0087078,Action
5339,0104466,Comedy
5505,0279113,Drama
5672,0313487,Animation
5712,0082085,Mystery
6323,0309698,Mystery
6371,0347791,Animation
6659,0100814,Comedy
6786,0089424,Drama
6793,0103786,Comedy
6873,0138524,Comedy
6880,0324216,Horror
7000,0102070,Action
7004,0099938,Comedy
7007,0102266,Action
7040,0090180,Action
7163,0338337,Action
7757,0057197,Action
7983,0087003,Comedy
8623,0093886,Comedy
26680,0099329,Comedy
34338,0436078,Documentary
39414,0338427,Drama
42723,0450278,Horror
45666,0457510,Comedy
48877,0489270,Crime
52722,0413300,Action
57532,1073498,Comedy
59306,0926129,Horror
60487,0060550,Animation
33646,0398165,Comedy
50794,0475394,Action
51077,0259324,Action
52245,0445934,Comedy
54995,1077258,Action
54999,0465602,Action
56801,0758730,Action
65514,1220719,Action
69481,0887912,Drama
86892,1527788,Action
93721,1772925,Documentary
93838,1899353,Action
110501,2265171,Action
748,0115571,Sci-Fi
916,0046250,Comedy
1125,0072081,Comedy
1982,0077651,Horror
1293,0083987,Biography
198,0114558,Action
473,0110123,Comedy
518,0111001,Comedy
707,0117107,Crime
728,0112701,Comedy
861,0104558,Action
897,0035896,Adventure
942,0037008,Drama
951,0032599,Comedy
955,0029947,Comedy
1184,0102426,Comedy
1254,0040897,Adventure
1268,0100436,Comedy
1277,0099334,Comedy
1388,0077766,Adventure
1416,0116250,Biography
1498,0119381,Drama
1564,0120034,Comedy
1646,0120029,Comedy
1670,0120490,Drama
1858,0117786,Action
1912,0120780,Comedy
2009,0070723,Crime
2067,0059113,Drama
2102,0019422,Animation
2202,0037017,Drama
2289,0105151,Comedy
2429,0120751,Action
2476,0091187,Drama
2681,0141105,Comedy
2759,0144168,Comedy
2917,0082089,Crime
2922,0061747,Drama
2935,0033804,Comedy
2961,0160916,Comedy
3045,0105130,Comedy
3334,0040506,Action
3426,0102175,Drama
3446,0113133,Comedy
3494,0065126,Adventure
3507,0063374,Comedy
3593,0185183,Action
3628,0034742,Action
3632,0039631,Comedy
3643,0036824,Drama
3769,0072288,Comedy
3773,0099800,Comedy
3774,0102065,Comedy
3811,0080310,Drama
3901,0134630,Comedy
3937,0088024,Action
280,0113870,Drama
928,0032976,Drama
1151,0109781,Animation
1428,0112362,Drama
1631,0118647,Action
1696,0118698,Drama
1797,0120661,Documentary
1944,0045793,Drama
2020,0094947,Drama
2075,0082736,Drama
3075,0059646,Drama
3230,0071935,Drama
3461,0057261,Adventure
3498,0077928,Biography
3504,0074958,Drama
6460,0057427,Drama
2739,0088939,Drama
6058,0309593,Horror
6541,0311429,Action
6564,0325703,Action
27660,0328832,Animation
27706,0339291,Adventure
27808,0371246,Comedy
48043,0414993,Drama
49130,0401445,Comedy
49649,0449010,Action
50804,0367959,Adventure
51086,0481369,Crime
59501,0499448,Action
60072,0493464,Action
60126,0425061,Action
63072,0898367,Drama
67734,1091722,Comedy
68554,0808151,Action
68848,0844286,Action
74228,1187064,Fantasy
78105,0473075,Action
79357,0485947,Drama
80693,0804497,Comedy
82461,1104001,Action
83369,1023114,Adventure
86911,1411697,Comedy
87430,1133985,Action
89492,1210166,Biography
89864,1306980,Comedy
90866,0970179,Drama
96861,1397280,Action
99149,1707386,Drama
102123,1245492,Comedy
103042,0770828,Action
103341,1213663,Action
104863,1486834,Comedy
106002,1731141,Action
107348,1229340,Comedy
107406,1706620,Action
111360,2872732,Action
113741,2866360,Drama
114662,2179136,Action
114678,1626146,Adventure
114935,2397535,Action
115210,2713180,Action
115680,2669336,Sci-Fi
118696,2310332,Adventure
128512,3622592,Comedy
135518,2140379,Action
142222,1172049,Comedy
143355,0451279,Action
158966,3553976,Comedy
161131,2005151,Biography
166534,4972582,Horror
168250,5052448,Horror
170827,2345759,Action
171763,3890160,Action
172591,0150742,Crime
173925,1536537,Action
174053,3973198,Drama
175303,1396484,Horror
176601,2492564,Short
179401,2283362,Action
179819,2527336,Action
182715,2798920,Adventure
183611,2704998,Action
184471,1365519,Action
185031,4244998,Action
187595,3778644,Action
1202,0094336,Comedy
1965,0087995,Action
3088,0042546,Comedy
4105,0083907,Horror
6104,0084352,Documentary
7022,0266308,Adventure
7132,0026778,Comedy
7387,0077402,Horror
7980,0075784,Drama
8376,0374900,Comedy
8873,0318462,Adventure
27846,0379225,Documentary
27904,0405296,Animation
30810,0362270,Action
33779,0184424,Documentary
45728,0424345,Comedy
53000,0463854,Horror
54259,0486655,Adventure
64285,1118511,Animation
67997,1226774,Comedy
77800,1341167,Comedy
86290,1179947,Documentary
86504,0405455,Documentary
89753,1340800,Drama
89904,1655442,Comedy
92494,0439553,Documentary
92535,2112999,Comedy
95858,0248808,Animation
98491,2388725,Animation
102217,0152183,Documentary
104069,2510998,Comedy
365,0107426,Drama
968,0063350,Horror
1096,0084707,Drama
1762,0118956,Action
1889,0119375,Crime
2313,0080678,Biography
2905,0056443,Action
3041,0087700,Comedy
4023,0218967,Comedy
4128,0093437,Comedy
4380,0203632,Drama
4448,0227445,Crime
4773,0273253,Comedy
4964,0233841,Drama
5026,0237534,Action
5225,0245574,Drama
5291,0042876,Crime
5417,0285441,Drama
5690,0095327,Animation
5878,0287467,Drama
5954,0307901,Drama
6188,0302886,Comedy
6214,0290673,Crime
6218,0286499,Comedy
6296,0310281,Comedy
6331,0334405,Documentary
6385,0298228,Drama
6936,0319343,Comedy
6944,0101862,Comedy
7139,0298845,Drama
7162,0159365,Adventure
7235,0296042,Action
7360,0363547,Action
7411,0093582,Comedy
7743,0089114,Adventure
7930,0105121,Comedy
7982,0365376,Drama
8014,0374546,Drama
8093,0192657,Action
8645,0390221,Crime
8795,0275083,Action
8832,0374330,Action
26504,0087065,Action
27020,0123865,Biography
27266,0212712,Drama
27523,0293715,Comedy
27869,0386064,Action
33683,0338095,Horror
34072,0428803,Documentary
42632,0451094,Crime
255,0110189,Comedy
523,0108000,Drama
535,0108122,Comedy
1216,0095250,Adventure
1326,0083550,Horror
1382,0100114,Action
1541,0118556,Comedy
1956,0081283,Drama
2257,0087810,Comedy
2312,0090830,Drama
2316,0120791,Comedy
2401,0089767,Drama
2956,0094008,Crime
2966,0166896,Biography
3029,0082817,Action
3074,0068762,Adventure
3201,0065724,Drama
3262,0105665,Drama
3444,0092675,Action
4079,0092546,Comedy
4149,0239948,Comedy
4158,0166276,Animation
4203,0102005,Action
4231,0244970,Comedy
4465,0094608,Crime
4499,0095031,Comedy
4537,0096018,Crime
4572,0096933,Action
4581,0097142,Comedy
4585,0097235,Comedy
4611,0097626,Crime
4616,0097722,Drama
5023,0105789,Drama
5265,0266452,Comedy
5548,0090966,Comedy
5644,0035211,Biography
6022,0103671,Biography
6025,0106500,Comedy
6124,0084633,Comedy
6313,0100611,Comedy
6636,0090103,Comedy
6754,0320691,Action
6832,0102768,Drama
6979,0086567,Action
6996,0102034,Action
7015,0102598,Comedy
7027,0090022,Action
7028,0100449,Comedy
7046,0094332,Comedy
7048,0119807,Action
7127,0102818,Action
7325,0335438,Comedy
7493,0051077,Drama
7624,0105327,Drama
7647,0105017,Comedy
7766,0050613,Drama
8024,0108327,Comedy
8158,0102820,Action
5628,0281364,Action
8604,0152930,Action
8605,0295721,Action
875,0110693,Action
932,0050105,Drama
1017,0054357,Adventure
1019,0046672,Adventure
1292,0078841,Comedy
1381,0084021,Comedy
1515,0120461,Action
1635,0119349,Drama
1703,0119142,Comedy
2125,0120631,Comedy
2334,0133952,Action
2340,0119643,Drama
2385,0119304,Comedy
2471,0092493,Action
2560,0129332,Adventure
2567,0131369,Comedy
2662,0046534,Action
2728,0054331,Adventure
2803,0107798,Crime
2881,0150377,Crime
2950,0080453,Adventure
3077,0164312,Documentary
3452,0165929,Action
3553,0176783,Drama
3554,0199725,Drama
3653,0060371,Documentary
3675,0047673,Comedy
3707,0091635,Drama
3786,0179116,Comedy
3978,0146984,Drama
3981,0199753,Action
4015,0242423,Comedy
4068,0186589,Comedy
4069,0209475,Comedy
4124,0093300,Adventure
4141,0192111,Comedy
4326,0095647,Crime
4356,0045810,Comedy
4372,0250224,Drama
4387,0271027,Action
4388,0257106,Comedy
4639,0265029,Comedy
4677,0098536,Comedy
4681,0098621,Comedy
4823,0240890,Comedy
4877,0236019,Comedy
4969,0037515,Crime
5049,0083511,Action
5400,0164184,Action
5444,0275847,Animation
5541,0102059,Action
5553,0094025,Action
6193,0273982,Comedy
6383,0322259,Action
6595,0257076,Action
6707,0303816,Horror
6753,0327137,Comedy
6755,0281686,Comedy
6879,0313542,Crime
6893,0064505,Action
6939,0155722,Romance
7010,0101316,Biography
7137,0318374,Drama
7256,0379557,Documentary
7320,0338096,Drama
7346,0265208,Comedy
7454,0338526,Action
7541,0214388,Comedy
7566,0088650,Documentary
8366,0332375,Comedy
8677,0032475,Action
8781,0368008,Drama
8807,0366551,Adventure
8861,0318627,Action
8866,0360201,Comedy
8910,0356721,Comedy
8947,0391198,Horror
8968,0367479,Action
8985,0359013,Action
26712,0101254,Documentary
26778,0104670,Comedy
26871,0110612,Comedy
27473,0283877,Horror
27539,0298504,Comedy
27705,0339135,Action
30822,0385267,Comedy
31049,0098042,Comedy
32598,0332047,Comedy
33154,0413845,Documentary
33437,0342258,Action
33672,0355702,Biography
34153,0436613,Documentary
34542,0427312,Documentary
40732,0435625,Adventure
40959,0400525,Comedy
41571,0397535,Drama
41573,0356680,Comedy
41724,0473107,Documentary
42018,0413015,Comedy
42718,0414852,Action
42738,0401855,Action
44004,0427229,Comedy
44709,0437800,Drama
44788,0493459,Documentary
45431,0327084,Animation
45501,0452594,Comedy
